name,stars,forks,age_years,language,description,url,watchers,open_issues,releases,contributors,loc_total,cbo_avg,dit_avg,lcom_avg,wmc_avg,cc_avg,created_at,updated_at,loc_comments_total,classes_count,methods_count,cbo_max,dit_max,lcom_max,noc_avg,clone_url
tencent/tomcat,112,29,7.52,Java,A popular Java extension for data,https://github.com/tencent/tomcat,110,,43,33,1000,22.33,3.28,26.97,19.0,3.83,2018-03-12T22:56:09.333137Z,2025-06-19T22:56:09.333143Z,165.0,10.0,102.0,125.0,9.0,47.0,5.08,https://github.com/tencent/tomcat.git
eclipse/spark,108,36,10.02,Java,A popular Java plugin for api,https://github.com/eclipse/spark,116,,5,31,9482,11.78,1.73,9.37,10.46,9.06,2015-09-11T22:56:09.357319Z,2025-08-14T22:56:09.357322Z,1082.0,26.0,482.0,28.0,4.0,22.0,5.78,https://github.com/eclipse/spark.git
square/jackson,107,17,6.16,Java,A popular Java library for spring,https://github.com/square/jackson,118,,38,35,8614,24.24,1.4,35.99,32.79,9.25,2019-07-23T22:56:09.329254Z,2025-02-23T22:56:09.329257Z,1325.0,32.0,163.0,174.0,2.0,86.0,6.78,https://github.com/square/jackson.git
microsoft/flink,106,31,4.76,Java,A popular Java framework for redis,https://github.com/microsoft/flink,122,,64,20,20929,3.17,4.21,45.61,10.53,4.81,2020-12-14T22:56:09.352506Z,2025-08-18T22:56:09.352508Z,2171.0,74.0,1448.0,7.0,11.0,121.0,7.35,https://github.com/microsoft/flink.git
gitlab/microservice,103,38,1.2,Java,A popular Java server for hbase,https://github.com/gitlab/microservice,101,,56,32,1000,14.16,2.8,59.93,23.18,8.68,2024-07-05T22:56:09.332680Z,2024-09-19T22:56:09.332683Z,265.0,10.0,91.0,42.0,4.0,186.0,6.82,https://github.com/gitlab/microservice.git
tencent/storm,100,18,12.24,Java,A popular Java api for flink,https://github.com/tencent/storm,93,,29,16,1042,20.53,5.47,5.42,28.92,9.82,2013-06-22T22:56:09.319815Z,2025-02-05T22:56:09.319818Z,173.0,10.0,104.0,41.0,15.0,8.0,3.02,https://github.com/tencent/storm.git
twitter/elasticsearch,100,17,3.43,Java,A popular Java client for hbase,https://github.com/twitter/elasticsearch,111,,62,26,1000,19.38,5.45,32.34,12.91,7.01,2022-04-15T22:56:09.319759Z,2024-10-01T22:56:09.319762Z,278.0,10.0,80.0,81.0,9.0,118.0,1.82,https://github.com/twitter/elasticsearch.git
tencent/retrofit,100,20,12.4,Java,A popular Java tool for flink,https://github.com/tencent/retrofit,115,,68,35,2203,6.35,2.66,31.82,13.31,2.06,2013-04-23T22:56:09.319701Z,2025-05-22T22:56:09.319704Z,489.0,18.0,296.0,36.0,7.0,72.0,6.72,https://github.com/tencent/retrofit.git
apache/security,100,6,3.47,Java,A popular Java service for guava,https://github.com/apache/security,113,,34,14,1000,19.59,3.92,19.39,23.47,5.91,2022-03-28T22:56:09.319647Z,2025-04-09T22:56:09.319650Z,104.0,10.0,63.0,51.0,7.0,34.0,5.61,https://github.com/apache/security.git
gitlab/tool-lucene-java,100,21,13.74,Java,A popular Java server for httpclient,https://github.com/gitlab/tool-lucene-java,83,,17,11,12169,10.29,1.97,16.09,19.93,4.04,2011-12-23T22:56:09.319595Z,2025-01-22T22:56:09.319598Z,1325.0,108.0,859.0,37.0,4.0,37.0,7.13,https://github.com/gitlab/tool-lucene-java.git
spring/netty,100,11,9.98,Java,A popular Java server for api,https://github.com/spring/netty,104,,21,14,1000,21.45,3.61,54.77,35.62,3.27,2015-09-24T22:56:09.319538Z,2025-07-19T22:56:09.319541Z,208.0,10.0,147.0,87.0,10.0,142.0,1.47,https://github.com/spring/netty.git
jetbrains/reactor,100,19,13.04,Java,A popular Java plugin for data,https://github.com/jetbrains/reactor,104,,44,10,5374,24.05,3.97,56.48,35.49,9.85,2012-09-04T22:56:09.318526Z,2024-10-18T22:56:09.318530Z,1283.0,15.0,152.0,94.0,9.0,106.0,5.28,https://github.com/jetbrains/reactor.git
atlassian/server-security,100,30,4.44,Java,A popular Java server for tomcat,https://github.com/atlassian/server-security,119,,16,22,20203,15.75,2.01,13.48,35.27,3.48,2021-04-11T22:56:09.356719Z,2025-07-04T22:56:09.356723Z,3870.0,70.0,1394.0,83.0,3.0,34.0,1.58,https://github.com/atlassian/server-security.git
airbnb/base-cassandra,100,27,3.44,Java,A popular Java framework for lucene,https://github.com/airbnb/base-cassandra,81,,34,22,28432,3.3,4.71,10.5,32.39,3.51,2022-04-12T22:56:09.356649Z,2025-03-31T22:56:09.356654Z,6362.0,92.0,934.0,24.0,8.0,18.0,7.22,https://github.com/airbnb/base-cassandra.git
dropbox/library-okhttp,100,37,3.18,Java,A popular Java plugin for spring,https://github.com/dropbox/library-okhttp,112,,23,27,15283,10.83,3.9,28.71,22.96,9.18,2022-07-13T22:56:09.356365Z,2024-12-12T22:56:09.356372Z,3405.0,64.0,706.0,70.0,9.0,70.0,1.0,https://github.com/dropbox/library-okhttp.git
spring/service-spring,100,34,1.59,Java,A popular Java service for okhttp,https://github.com/spring/service-spring,112,,57,34,15809,18.09,1.51,53.99,38.08,6.18,2024-02-15T22:56:09.356212Z,2024-12-10T22:56:09.356215Z,3507.0,54.0,864.0,66.0,4.0,177.0,3.26,https://github.com/spring/service-spring.git
facebook/base-cassandra,100,36,6.82,Java,A popular Java common for httpclient,https://github.com/facebook/base-cassandra,109,,21,12,10132,10.12,1.28,14.81,31.77,5.15,2018-11-23T22:56:09.356154Z,2025-02-04T22:56:09.356157Z,1953.0,71.0,829.0,63.0,2.0,37.0,4.2,https://github.com/facebook/base-cassandra.git
spring/lucene,100,32,10.27,Java,A popular Java shared for gson,https://github.com/spring/lucene,84,,28,25,1000,11.84,3.68,6.94,24.74,2.13,2015-06-11T22:56:09.360083Z,2025-04-06T22:56:09.360085Z,122.0,10.0,76.0,31.0,9.0,19.0,7.12,https://github.com/spring/lucene.git
spotify/redis,100,23,11.35,Java,A popular Java framework for flink,https://github.com/spotify/redis,87,,25,29,1000,6.66,5.47,57.1,13.53,10.78,2014-05-11T22:56:09.319485Z,2025-03-27T22:56:09.319488Z,244.0,10.0,163.0,24.0,16.0,219.0,4.31,https://github.com/spotify/redis.git
google/service-redis,100,18,2.91,Java,A popular Java client for api,https://github.com/google/service-redis,102,,14,22,10051,14.67,3.6,45.62,18.29,3.15,2022-10-20T22:56:09.319430Z,2025-01-24T22:56:09.319433Z,1165.0,29.0,458.0,54.0,10.0,131.0,1.45,https://github.com/google/service-redis.git
github/jetty,100,31,13.25,Java,A popular Java base for okhttp,https://github.com/github/jetty,118,,23,31,4462,7.33,1.58,21.18,37.89,8.81,2012-06-20T22:56:09.319324Z,2024-09-30T22:56:09.319327Z,823.0,11.0,83.0,16.0,4.0,36.0,0.55,https://github.com/github/jetty.git
spring/kafka,100,30,3.49,Java,A popular Java base for httpclient,https://github.com/spring/kafka,83,,58,14,4939,23.99,2.47,24.69,38.8,11.04,2022-03-21T22:56:09.319268Z,2025-02-10T22:56:09.319271Z,1362.0,16.0,238.0,150.0,7.0,58.0,1.87,https://github.com/spring/kafka.git
github/web,100,14,14.25,Java,A popular Java framework for api,https://github.com/github/web,107,,54,29,36067,3.79,3.6,49.13,26.33,6.82,2011-06-19T22:56:09.358276Z,2024-11-10T22:56:09.358283Z,5454.0,354.0,4764.0,9.0,6.0,157.0,4.52,https://github.com/github/web.git
dropbox/api,100,29,5.05,Java,A popular Java library for hadoop,https://github.com/dropbox/api,117,,66,32,2625,16.69,1.95,14.78,16.74,8.09,2020-08-29T22:56:09.318855Z,2024-10-29T22:56:09.318858Z,477.0,10.0,166.0,125.0,4.0,36.0,1.66,https://github.com/dropbox/api.git
eclipse/gson,100,20,14.77,Java,A popular Java shared for jetty,https://github.com/eclipse/gson,101,,52,29,24796,21.08,2.84,44.52,18.42,3.95,2010-12-12T22:56:09.336164Z,2025-08-29T22:56:09.336167Z,6391.0,68.0,459.0,112.0,5.0,123.0,1.57,https://github.com/eclipse/gson.git
google/cassandra,100,28,11.24,Java,A popular Java api for gson,https://github.com/google/cassandra,100,,30,19,4191,13.01,1.72,44.79,13.35,3.35,2014-06-22T22:56:09.336107Z,2025-05-19T22:56:09.336110Z,753.0,22.0,372.0,61.0,4.0,143.0,4.19,https://github.com/google/cassandra.git
redhat/flink,100,39,3.15,Java,A popular Java extension for rxjava,https://github.com/redhat/flink,97,,24,9,11051,10.63,4.22,56.41,21.61,3.6,2022-07-25T22:56:09.336052Z,2025-04-18T22:56:09.336055Z,1731.0,37.0,348.0,54.0,11.0,153.0,2.18,https://github.com/redhat/flink.git
eclipse/spark,100,28,11.42,Java,A popular Java library for jetty,https://github.com/eclipse/spark,119,,47,31,1000,24.21,2.83,5.09,23.04,2.15,2014-04-16T22:56:09.335987Z,2025-05-03T22:56:09.335990Z,104.0,10.0,65.0,152.0,4.0,9.0,7.3,https://github.com/eclipse/spark.git
gitlab/netty-2,100,17,4.24,Java,A popular Java plugin for data,https://github.com/gitlab/netty-2,106,,40,18,1000,4.11,1.5,26.15,33.89,6.65,2021-06-23T22:56:09.335936Z,2025-05-13T22:56:09.335939Z,299.0,10.0,76.0,11.0,3.0,67.0,3.46,https://github.com/gitlab/netty-2.git
ibm/rxjava-v2,100,19,14.01,Java,A popular Java tool for kafka,https://github.com/ibm/rxjava-v2,119,,6,34,11346,9.31,1.11,27.18,9.49,9.48,2011-09-14T22:56:09.335778Z,2025-04-20T22:56:09.335781Z,2911.0,28.0,324.0,24.0,2.0,94.0,4.24,https://github.com/ibm/rxjava-v2.git
spotify/rest,100,39,13.84,Java,A popular Java shared for api,https://github.com/spotify/rest,95,,25,17,1000,12.68,5.0,23.96,34.3,5.71,2011-11-16T22:56:09.337986Z,2024-09-23T22:56:09.337988Z,220.0,10.0,181.0,64.0,12.0,81.0,3.2,https://github.com/spotify/rest.git
spotify/commons-java,100,8,11.07,Java,A popular Java library for spark,https://github.com/spotify/commons-java,84,,60,14,15223,18.47,5.79,20.86,34.75,9.92,2014-08-22T22:56:09.337936Z,2025-02-07T22:56:09.337938Z,2772.0,117.0,1243.0,91.0,13.0,36.0,5.72,https://github.com/spotify/commons-java.git
gitlab/redis,100,23,8.14,Java,A popular Java framework for jetty,https://github.com/gitlab/redis,111,,17,13,7783,16.79,2.13,46.44,16.92,10.48,2017-07-28T22:56:09.337885Z,2025-01-29T22:56:09.337888Z,968.0,37.0,187.0,66.0,4.0,125.0,5.29,https://github.com/gitlab/redis.git
spring/elasticsearch,100,22,7.86,Java,A popular Java tool for zookeeper,https://github.com/spring/elasticsearch,110,,55,24,7746,3.93,3.02,33.71,20.79,9.27,2017-11-08T22:56:09.337832Z,2024-10-18T22:56:09.337835Z,975.0,36.0,428.0,15.0,5.0,110.0,0.66,https://github.com/spring/elasticsearch.git
sonar/shared-zookeeper,100,38,5.77,Java,A popular Java plugin for netty,https://github.com/sonar/shared-zookeeper,82,,45,20,7188,22.28,5.13,56.35,25.93,9.72,2019-12-12T22:56:09.337776Z,2024-10-17T22:56:09.337778Z,1891.0,25.0,166.0,99.0,11.0,214.0,1.54,https://github.com/sonar/shared-zookeeper.git
square/server-spring,100,12,9.85,Java,A popular Java service for retrofit,https://github.com/square/server-spring,118,,53,20,1000,22.49,5.3,43.93,31.86,10.2,2015-11-10T22:56:09.337725Z,2025-08-21T22:56:09.337728Z,174.0,10.0,145.0,141.0,9.0,174.0,4.28,https://github.com/square/server-spring.git
baidu/service-guava,100,22,2.08,Java,A popular Java extension for api,https://github.com/baidu/service-guava,99,,36,35,1000,15.32,1.25,44.5,23.91,7.68,2023-08-20T22:56:09.337616Z,2025-04-07T22:56:09.337619Z,291.0,10.0,132.0,104.0,2.0,121.0,7.69,https://github.com/baidu/service-guava.git
square/akka,100,30,1.94,Java,A popular Java core for security,https://github.com/square/akka,85,,20,26,14640,15.2,4.89,19.23,28.81,4.31,2023-10-10T22:56:09.337515Z,2025-05-30T22:56:09.337517Z,4122.0,92.0,587.0,114.0,10.0,66.0,6.63,https://github.com/square/akka.git
spring/common-jetty,100,5,9.71,Java,A popular Java extension for rest,https://github.com/spring/common-jetty,114,,19,22,1000,12.05,4.74,42.03,8.16,11.5,2016-01-03T22:56:09.337467Z,2025-07-13T22:56:09.337470Z,210.0,10.0,177.0,63.0,7.0,167.0,3.97,https://github.com/spring/common-jetty.git
google/netty-next,100,26,4.59,Java,A popular Java utils for kafka,https://github.com/google/netty-next,100,,48,30,1000,17.2,4.77,49.79,38.85,10.42,2021-02-13T22:56:09.337414Z,2025-03-19T22:56:09.337417Z,297.0,10.0,124.0,80.0,9.0,97.0,2.37,https://github.com/google/netty-next.git
square/tool-storm,100,19,3.83,Java,A popular Java library for spark,https://github.com/square/tool-storm,94,,51,15,1000,19.88,2.32,31.53,21.0,2.26,2021-11-19T22:56:09.337364Z,2024-10-07T22:56:09.337367Z,251.0,10.0,83.0,126.0,4.0,98.0,1.71,https://github.com/square/tool-storm.git
baidu/kafka,100,37,13.28,Java,A popular Java utils for storm,https://github.com/baidu/kafka,104,,52,9,5186,7.51,5.0,45.67,18.55,11.75,2012-06-08T22:56:09.337315Z,2025-07-26T22:56:09.337318Z,1033.0,10.0,50.0,25.0,12.0,71.0,5.02,https://github.com/baidu/kafka.git
ibm/jetty,100,32,11.74,Java,A popular Java utils for retrofit,https://github.com/ibm/jetty,87,,49,13,5799,24.81,3.1,10.14,35.3,7.87,2013-12-22T22:56:09.337265Z,2025-07-04T22:56:09.337268Z,1652.0,12.0,155.0,146.0,7.0,20.0,4.77,https://github.com/ibm/jetty.git
redhat/core-microservice,100,35,4.0,Java,A popular Java api for jetty,https://github.com/redhat/core-microservice,87,,66,28,1000,13.98,5.43,44.94,18.49,6.56,2021-09-18T22:56:09.337216Z,2025-02-23T22:56:09.337219Z,275.0,10.0,140.0,71.0,9.0,71.0,7.86,https://github.com/redhat/core-microservice.git
oracle/guava,100,21,12.19,Java,A popular Java shared for microservice,https://github.com/oracle/guava,93,,61,36,1000,19.97,1.09,8.89,28.23,10.44,2013-07-09T22:56:09.337163Z,2024-11-05T22:56:09.337166Z,284.0,10.0,92.0,151.0,2.0,14.0,2.36,https://github.com/oracle/guava.git
facebook/rxjava,100,18,1.7,Java,A popular Java shared for zookeeper,https://github.com/facebook/rxjava,96,,50,18,1000,21.12,4.71,33.85,23.85,7.31,2024-01-06T22:56:09.338488Z,2025-06-06T22:56:09.338491Z,294.0,10.0,89.0,120.0,10.0,86.0,7.39,https://github.com/facebook/rxjava.git
atlassian/jetty,100,25,9.51,Java,A popular Java shared for guava,https://github.com/atlassian/jetty,119,,10,15,1000,8.02,3.71,40.84,32.29,3.95,2016-03-16T22:56:09.334531Z,2024-09-26T22:56:09.334539Z,214.0,10.0,187.0,37.0,5.0,70.0,3.88,https://github.com/atlassian/jetty.git
airbnb/api-zookeeper,100,39,1.48,Java,A popular Java utils for commons,https://github.com/airbnb/api-zookeeper,94,,27,32,1000,13.25,3.08,56.94,30.36,2.08,2024-03-26T22:56:09.334310Z,2024-11-14T22:56:09.334313Z,241.0,10.0,192.0,27.0,6.0,168.0,2.35,https://github.com/airbnb/api-zookeeper.git
amazon/server-lucene,100,24,2.26,Java,A popular Java server for storm,https://github.com/amazon/server-lucene,103,,16,21,1000,8.54,4.86,16.88,33.05,8.38,2023-06-15T22:56:09.334186Z,2024-11-17T22:56:09.334190Z,270.0,10.0,152.0,25.0,12.0,49.0,4.69,https://github.com/amazon/server-lucene.git
redhat/gson-spring,100,37,5.76,Java,A popular Java common for rxjava,https://github.com/redhat/gson-spring,90,,26,26,1000,7.15,4.9,15.44,16.27,2.0,2019-12-14T22:56:09.334132Z,2025-06-09T22:56:09.334135Z,262.0,10.0,115.0,50.0,14.0,40.0,2.47,https://github.com/redhat/gson-spring.git
jetbrains/storm,100,20,7.81,Java,A popular Java shared for flink,https://github.com/jetbrains/storm,98,,44,23,1910,5.49,4.39,35.74,14.83,2.65,2017-11-25T22:56:09.334015Z,2024-10-15T22:56:09.334057Z,197.0,10.0,153.0,18.0,8.0,106.0,1.14,https://github.com/jetbrains/storm.git
dropbox/boot,100,36,12.32,Java,A popular Java api for hadoop,https://github.com/dropbox/boot,104,,61,9,1000,21.55,4.01,8.54,26.22,2.35,2013-05-23T22:56:09.333958Z,2024-10-28T22:56:09.333962Z,191.0,10.0,162.0,128.0,6.0,18.0,3.13,https://github.com/dropbox/boot.git
sonar/tool-microservice-client,100,19,9.49,Java,A popular Java server for cloud,https://github.com/sonar/tool-microservice-client,109,,16,25,8242,5.83,4.45,9.22,32.48,4.59,2016-03-23T22:56:09.333838Z,2025-07-04T22:56:09.333843Z,1344.0,62.0,323.0,33.0,13.0,26.0,2.14,https://github.com/sonar/tool-microservice-client.git
twitter/extension-cassandra,100,7,2.16,Java,A popular Java core for akka,https://github.com/twitter/extension-cassandra,115,,42,28,1000,24.13,5.73,45.78,22.32,9.4,2023-07-20T22:56:09.333739Z,2025-06-06T22:56:09.333744Z,213.0,10.0,135.0,93.0,14.0,164.0,2.03,https://github.com/twitter/extension-cassandra.git
spotify/rest,100,11,4.05,Java,A popular Java server for zookeeper,https://github.com/spotify/rest,89,,13,35,4619,9.05,5.7,58.19,32.44,10.2,2021-08-30T22:56:09.333682Z,2025-06-03T22:56:09.333684Z,693.0,32.0,631.0,23.0,9.0,224.0,0.6,https://github.com/spotify/rest.git
atlassian/api,100,20,2.58,Java,A popular Java base for netty,https://github.com/atlassian/api,89,,11,32,1000,11.5,1.99,47.75,37.25,10.93,2023-02-19T22:56:09.333644Z,2024-12-22T22:56:09.333654Z,166.0,10.0,80.0,83.0,5.0,167.0,6.77,https://github.com/atlassian/api.git
spring/api-akka,100,36,2.98,Java,A popular Java tool for gson,https://github.com/spring/api-akka,104,,6,9,1000,13.08,3.99,54.18,10.29,9.63,2022-09-27T22:56:09.333386Z,2025-05-21T22:56:09.333390Z,113.0,10.0,132.0,93.0,6.0,214.0,1.96,https://github.com/spring/api-akka.git
tencent/gson,100,35,9.92,Java,A popular Java api for hbase,https://github.com/tencent/gson,116,,64,16,1000,19.49,2.7,9.07,27.44,8.76,2015-10-19T22:56:09.338336Z,2025-02-15T22:56:09.338339Z,257.0,10.0,143.0,51.0,6.0,21.0,7.49,https://github.com/tencent/gson.git
spring/plugin-akka,100,5,12.28,Java,A popular Java tool for guava,https://github.com/spring/plugin-akka,114,,27,24,6808,7.51,4.13,51.98,10.86,8.66,2013-06-08T22:56:09.340064Z,2025-03-30T22:56:09.340068Z,1172.0,16.0,309.0,16.0,9.0,174.0,2.95,https://github.com/spring/plugin-akka.git
spring/library-httpclient,100,10,13.81,Java,A popular Java common for gson,https://github.com/spring/library-httpclient,107,,62,26,2158,9.68,2.9,39.18,9.61,4.78,2011-11-27T22:56:09.339709Z,2025-05-11T22:56:09.339712Z,546.0,10.0,158.0,29.0,5.0,106.0,2.94,https://github.com/spring/library-httpclient.git
redhat/shared-httpclient,100,6,13.1,Java,A popular Java common for storm,https://github.com/redhat/shared-httpclient,109,,16,29,1000,7.29,2.75,9.48,24.56,6.52,2012-08-12T22:56:09.339648Z,2025-01-14T22:56:09.339650Z,105.0,10.0,58.0,25.0,7.0,25.0,2.32,https://github.com/redhat/shared-httpclient.git
spotify/data-core,100,12,3.87,Java,A popular Java plugin for tomcat,https://github.com/spotify/data-core,98,,68,25,3558,14.25,4.15,35.87,23.43,10.74,2021-11-05T22:56:09.339344Z,2025-05-01T22:56:09.339347Z,1048.0,10.0,157.0,43.0,9.0,114.0,2.22,https://github.com/spotify/data-core.git
tencent/flink,100,6,5.07,Java,A popular Java shared for data,https://github.com/tencent/flink,103,,28,16,7426,21.62,3.76,26.95,29.18,4.17,2020-08-24T22:56:09.339294Z,2025-06-25T22:56:09.339296Z,766.0,19.0,331.0,130.0,10.0,63.0,7.82,https://github.com/tencent/flink.git
linkedin/okhttp,100,15,3.41,Java,A popular Java server for akka,https://github.com/linkedin/okhttp,97,,46,17,10771,21.71,2.13,52.86,10.66,6.65,2022-04-21T22:56:09.339246Z,2025-07-01T22:56:09.339249Z,1443.0,26.0,276.0,132.0,4.0,153.0,4.48,https://github.com/linkedin/okhttp.git
netflix/cassandra,100,32,11.09,Java,A popular Java shared for jetty,https://github.com/netflix/cassandra,101,,54,21,1000,14.37,1.17,57.77,29.06,4.32,2014-08-15T22:56:09.339197Z,2024-09-26T22:56:09.339200Z,182.0,10.0,162.0,76.0,2.0,128.0,7.24,https://github.com/netflix/cassandra.git
baidu/plugin-hadoop,100,22,7.04,Java,A popular Java shared for jackson,https://github.com/baidu/plugin-hadoop,106,,51,12,5187,9.67,1.9,52.88,22.01,2.85,2018-09-04T22:56:09.339140Z,2025-05-21T22:56:09.339142Z,1181.0,19.0,98.0,33.0,3.0,182.0,4.31,https://github.com/baidu/plugin-hadoop.git
sonar/httpclient,100,5,7.09,Java,A popular Java shared for tomcat,https://github.com/sonar/httpclient,118,,32,23,1126,4.89,1.31,18.98,9.71,9.01,2018-08-17T22:56:09.339039Z,2025-05-06T22:56:09.339042Z,208.0,10.0,150.0,12.0,2.0,64.0,3.95,https://github.com/sonar/httpclient.git
maven/storm,100,23,8.31,Java,A popular Java tool for flink,https://github.com/maven/storm,118,,28,32,1000,17.77,1.91,38.39,16.35,8.03,2017-05-29T22:56:09.338987Z,2025-02-02T22:56:09.338990Z,190.0,10.0,171.0,46.0,5.0,149.0,6.55,https://github.com/maven/storm.git
linkedin/tomcat,100,28,9.53,Java,A popular Java plugin for storm,https://github.com/linkedin/tomcat,102,,9,30,2303,9.47,1.17,30.6,27.36,4.76,2016-03-08T22:56:09.338837Z,2024-10-05T22:56:09.338840Z,617.0,10.0,128.0,68.0,3.0,49.0,4.21,https://github.com/linkedin/tomcat.git
netflix/spark,100,39,7.53,Java,A popular Java shared for kafka,https://github.com/netflix/spark,114,,29,21,6890,4.88,2.63,24.92,31.77,10.87,2018-03-07T22:56:09.338785Z,2025-07-03T22:56:09.338788Z,1378.0,15.0,123.0,12.0,5.0,75.0,5.93,https://github.com/netflix/spark.git
spotify/storm,100,31,8.01,Java,A popular Java client for storm,https://github.com/spotify/storm,83,,67,10,2787,6.91,3.02,46.8,25.75,11.09,2017-09-12T22:56:09.338681Z,2025-03-13T22:56:09.338683Z,417.0,10.0,131.0,16.0,6.0,143.0,7.29,https://github.com/spotify/storm.git
uber/rxjava,100,10,13.87,Java,A popular Java service for lucene,https://github.com/uber/rxjava,113,,35,30,1000,23.96,2.38,25.89,38.0,6.86,2011-11-04T22:56:09.338537Z,2025-07-29T22:56:09.338539Z,205.0,10.0,157.0,122.0,6.0,51.0,6.3,https://github.com/uber/rxjava.git
ibm/elasticsearch-core,100,25,12.0,Java,A popular Java server for spring,https://github.com/ibm/elasticsearch-core,109,,61,31,9251,3.5,4.6,21.0,11.0,11.93,2013-09-17T22:56:09.332816Z,2025-05-07T22:56:09.332820Z,1877.0,22.0,385.0,17.0,7.0,33.0,4.31,https://github.com/ibm/elasticsearch-core.git
